,date,13ty_index,interty_index,lty_index,mbs_index,13cy_index,intercy_index,lcy_index,ty_index,cy_index,agg_index,real_known,cat_obs1,cat_obs2,cat_knwon1,cat_knwon2,static
1265,2002-03-25,179.92,1076.17,1234.38,1062.66,917.95,1240.59,1287.85,1150.07,1202.08,1008.43,897.9514578986192,0,0,5,5,1.0
1266,2002-03-26,180.2,1078.82,1242.64,1065.87,919.34,1243.73,1293.25,1154.58,1205.6,1011.73,480.9598366390289,1,2,3,4,1.0
1267,2002-03-27,180.35,1079.58,1243.41,1067.2,920.13,1244.34,1292.79,1155.36,1205.95,1012.5,574.028512980548,2,2,4,4,1.0
1268,2002-03-28,180.24,1077.76,1234.69,1065.62,920.18,1242.09,1287.62,1151.29,1203.14,1010.21,783.3227656565265,1,1,3,3,1.0
1269,2002-03-29,180.24,1077.76,1234.69,1065.62,920.18,1242.09,1287.62,1151.29,1203.14,1010.21,226.21038931537595,1,1,4,4,1.0
1270,2002-04-01,180.25,1077.74,1234.96,1064.39,920.3,1241.78,1286.81,1151.37,1202.73,1009.65,128.19913589559619,0,0,3,3,1.0
1271,2002-04-02,180.61,1081.11,1245.29,1067.91,921.33,1246.0,1294.02,1157.07,1207.46,1013.62,573.5497269854975,1,2,3,4,1.0
1272,2002-04-03,180.89,1084.01,1252.18,1072.03,922.01,1249.82,1299.96,1161.33,1211.6,1017.18,716.6719850790922,1,0,5,3,1.0
1273,2002-04-04,180.87,1084.08,1254.05,1071.9,921.99,1249.83,1300.23,1161.98,1211.67,1017.28,43.00767470362521,1,0,5,4,1.0
1274,2002-04-05,181.06,1086.64,1260.99,1074.98,922.45,1252.7,1305.14,1166.02,1214.89,1020.26,809.1069044219466,2,1,3,5,1.0
1275,2002-04-08,181.1,1086.48,1257.3,1074.04,922.67,1252.23,1301.75,1164.71,1213.77,1019.31,148.8932986808772,0,2,5,5,1.0
1276,2002-04-09,181.22,1087.58,1260.54,1075.06,922.91,1253.37,1305.53,1166.53,1215.47,1020.57,220.01218114805587,1,2,3,3,1.0
1277,2002-04-10,181.25,1087.66,1257.73,1075.43,923.03,1253.23,1302.6,1165.67,1214.7,1020.47,118.19296071210029,0,1,5,5,1.0
1278,2002-04-11,181.31,1088.42,1261.88,1075.46,923.16,1253.68,1303.93,1167.55,1215.33,1021.04,246.9545412791586,1,2,4,3,1.0
1279,2002-04-12,181.51,1090.53,1265.61,1077.52,923.33,1255.36,1304.8,1170.23,1216.76,1022.86,911.5009172447633,1,1,4,5,1.0
1280,2002-04-15,181.66,1091.95,1270.13,1079.07,927.86,1260.14,1311.93,1172.69,1221.88,1025.27,376.6423759152696,1,0,5,5,1.0
1281,2002-04-16,181.57,1090.65,1265.54,1078.57,927.48,1259.02,1310.33,1170.29,1220.7,1024.27,368.85551674782226,2,0,5,4,1.0
1282,2002-04-17,181.62,1090.13,1256.54,1078.86,928.0,1259.09,1305.29,1167.0,1219.61,1023.4,300.62726927107974,1,0,3,4,1.0
1283,2002-04-18,181.73,1090.85,1258.97,1079.35,928.69,1261.03,1309.16,1168.29,1221.91,1024.46,205.3810087163288,2,0,3,5,1.0
1284,2002-04-19,181.75,1091.12,1261.94,1079.74,929.02,1261.69,1312.56,1169.45,1223.17,1025.24,889.9437855666839,1,2,5,4,1.0
1285,2002-04-22,181.86,1092.25,1264.67,1081.31,928.74,1261.21,1310.17,1171.12,1222.27,1026.15,927.122303238092,2,2,3,5,1.0
1286,2002-04-23,181.81,1092.09,1266.68,1081.33,928.64,1260.12,1307.6,1171.67,1220.89,1025.93,768.9437861175677,2,2,5,4,1.0
1287,2002-04-24,182.12,1095.1,1275.72,1084.63,929.17,1262.99,1314.09,1176.7,1224.46,1029.42,685.1477682598244,0,2,4,5,1.0
1288,2002-04-25,182.2,1095.93,1276.37,1084.69,929.38,1263.27,1313.59,1177.49,1224.56,1029.69,200.14317644347733,0,1,5,3,1.0
1289,2002-04-26,182.32,1097.06,1280.45,1085.27,929.92,1264.59,1316.49,1179.6,1226.19,1030.85,649.4989025324828,2,1,4,5,1.0
1290,2002-04-29,182.31,1096.43,1277.88,1084.98,929.4,1261.34,1307.04,1178.33,1221.66,1029.42,319.21358268300884,0,2,5,4,1.0
1291,2002-04-30,182.37,1097.0,1281.57,1085.8,928.33,1259.39,1305.6,1179.93,1219.9,1029.8,254.00936617932112,2,2,3,3,1.0
1292,2002-05-01,182.47,1098.16,1285.86,1086.64,928.23,1258.93,1302.04,1182.11,1218.77,1030.46,585.5417122692648,0,0,4,3,1.0
1293,2002-05-02,182.36,1096.67,1279.93,1085.35,927.99,1258.36,1301.63,1179.18,1218.26,1029.03,453.14168184727254,0,2,5,4,1.0
1294,2002-05-03,182.59,1098.81,1286.42,1087.09,928.98,1260.92,1308.2,1182.74,1221.61,1031.42,234.3438521247503,1,2,4,3,1.0
1295,2002-05-06,182.63,1098.83,1286.09,1087.36,929.23,1260.79,1307.78,1182.65,1221.43,1031.44,19.23459909200176,1,0,4,4,1.0
1296,2002-05-07,182.76,1099.85,1285.9,1087.82,929.7,1261.09,1305.85,1183.31,1221.21,1031.86,749.0804895402877,2,2,4,5,1.0
1297,2002-05-08,182.26,1094.77,1269.19,1083.3,928.54,1256.54,1295.33,1174.43,1215.51,1026.33,485.4658088891809,1,0,4,4,1.0
1298,2002-05-09,182.43,1096.42,1273.7,1084.57,929.3,1258.73,1299.88,1177.02,1218.14,1028.16,122.33508781057422,0,1,3,4,1.0
1299,2002-05-10,182.69,1099.05,1279.55,1087.3,931.2,1262.2,1303.99,1180.74,1221.61,1031.03,779.7672208546085,1,0,3,5,1.0
1300,2002-05-13,182.5,1096.65,1268.72,1085.24,930.71,1258.27,1291.68,1175.6,1215.97,1027.63,977.7936300858133,0,0,5,3,1.0
1301,2002-05-14,182.19,1093.62,1258.74,1082.39,929.96,1255.86,1284.54,1170.3,1212.6,1024.38,134.95309162261904,2,2,4,3,1.0
1302,2002-05-15,182.31,1095.1,1261.85,1084.15,929.2,1256.56,1288.39,1172.34,1213.97,1025.96,18.343333118740034,0,0,3,3,1.0
1303,2002-05-16,182.55,1097.66,1267.99,1087.62,930.63,1260.39,1295.08,1176.09,1218.29,1029.29,8.32632293332669,2,0,5,5,1.0
1304,2002-05-17,182.25,1095.21,1260.6,1086.1,929.05,1257.4,1288.87,1172.02,1214.7,1026.76,739.0236694083403,2,2,5,4,1.0
1305,2002-05-20,182.51,1097.76,1267.96,1087.89,931.13,1261.38,1296.08,1176.15,1219.25,1029.66,593.1988487175288,2,2,5,5,1.0
1306,2002-05-21,182.7,1099.58,1273.13,1089.91,932.4,1264.58,1301.39,1179.07,1222.79,1032.08,188.49865824262912,1,1,3,3,1.0
1307,2002-05-22,182.88,1101.47,1279.49,1091.02,933.57,1267.39,1307.71,1182.42,1226.27,1034.22,53.098214606126845,2,1,4,5,1.0
1308,2002-05-23,182.74,1100.23,1274.09,1089.39,933.25,1266.81,1306.71,1179.83,1225.62,1032.74,625.9999301773041,0,1,5,3,1.0
1309,2002-05-24,182.71,1100.4,1276.06,1089.74,933.36,1267.67,1308.4,1180.58,1226.63,1033.26,285.38719651105214,2,2,4,4,1.0
1310,2002-05-27,182.71,1100.4,1276.06,1089.74,933.36,1267.67,1308.4,1180.58,1226.63,1033.26,382.12152118731404,2,2,4,3,1.0
1311,2002-05-28,182.77,1101.05,1276.25,1090.87,934.08,1269.23,1311.3,1181.1,1228.43,1034.29,164.4074429264296,0,1,5,3,1.0
1312,2002-05-29,182.99,1103.38,1282.56,1093.18,935.38,1273.03,1318.78,1184.74,1232.9,1037.19,970.1861820631649,0,1,3,4,1.0
1313,2002-05-30,183.19,1105.24,1287.58,1094.17,936.99,1275.91,1320.53,1187.64,1235.42,1038.94,76.8480092057796,0,1,3,3,1.0
1314,2002-05-31,183.06,1104.56,1285.6,1093.68,936.35,1276.54,1321.31,1186.54,1236.05,1038.55,745.8167596974055,2,2,4,4,1.0
1315,2002-06-03,183.21,1105.51,1286.6,1093.63,936.98,1277.76,1321.51,1187.52,1237.0,1039.07,428.4676518606313,2,0,3,5,1.0
1316,2002-06-04,183.41,1107.06,1289.0,1094.4,937.97,1279.48,1323.09,1189.37,1238.62,1040.34,424.1442325508267,2,0,4,3,1.0
1317,2002-06-05,183.33,1106.19,1283.73,1093.33,937.7,1278.42,1317.96,1187.12,1236.7,1038.9,79.27733235022593,0,2,3,3,1.0
1318,2002-06-06,183.46,1107.57,1288.6,1094.49,938.55,1280.66,1322.5,1189.61,1239.37,1040.59,931.1694234961172,1,1,4,3,1.0
1319,2002-06-07,183.37,1106.18,1282.89,1092.95,937.47,1276.31,1313.14,1186.85,1234.07,1038.06,526.0829658718462,1,1,3,4,1.0
1320,2002-06-10,183.42,1106.84,1287.62,1093.41,937.71,1277.35,1317.7,1188.79,1235.85,1039.12,983.2752368902925,0,0,5,3,1.0
1321,2002-06-11,183.64,1108.86,1294.85,1095.46,938.85,1280.05,1324.47,1192.47,1239.34,1041.75,228.57811038869212,2,2,5,3,1.0
1322,2002-06-12,183.77,1110.27,1299.25,1097.14,939.39,1280.76,1324.1,1194.84,1239.79,1043.12,235.58607155947243,0,2,3,5,1.0
1323,2002-06-13,183.91,1111.89,1303.76,1098.14,940.47,1283.31,1326.95,1197.39,1242.31,1044.78,630.6793112501405,0,0,3,3,1.0
1324,2002-06-14,184.2,1115.41,1317.97,1100.78,941.12,1288.4,1342.6,1204.3,1249.53,1049.22,17.618187173435217,2,1,5,4,1.0
1325,2002-06-17,184.18,1114.35,1309.76,1100.05,941.03,1286.98,1336.46,1201.0,1247.12,1047.61,357.8054233136199,1,1,5,3,1.0
1326,2002-06-18,184.26,1114.97,1310.96,1100.47,941.33,1285.94,1334.34,1201.81,1245.89,1047.72,918.5200188026616,2,1,3,3,1.0
1327,2002-06-19,184.64,1119.3,1324.04,1103.69,943.46,1292.14,1344.41,1208.95,1252.7,1052.55,512.6929972665922,2,0,3,3,1.0
1328,2002-06-20,184.3,1115.77,1312.94,1101.1,941.52,1286.35,1332.85,1203.0,1245.86,1048.41,710.3603392317268,1,2,3,5,1.0
1329,2002-06-21,184.47,1117.93,1322.07,1102.62,942.48,1288.67,1338.48,1207.37,1248.82,1050.82,803.7722916947289,0,1,5,4,1.0
1330,2002-06-24,184.35,1115.82,1312.85,1100.95,941.69,1284.08,1328.2,1203.0,1243.15,1047.78,146.6929120615894,1,2,4,3,1.0
1331,2002-06-25,184.45,1116.38,1312.06,1101.27,942.07,1285.2,1329.43,1203.16,1244.25,1048.2,67.27291286529014,2,1,4,5,1.0
1332,2002-06-26,184.94,1121.43,1324.7,1104.77,943.64,1288.63,1331.29,1210.68,1247.2,1052.35,338.2886242215888,2,0,5,5,1.0
1333,2002-06-27,184.67,1118.08,1309.72,1101.74,942.35,1284.11,1319.09,1203.66,1241.15,1047.97,335.76287146483463,2,2,5,3,1.0
1334,2002-06-28,184.68,1118.02,1308.68,1102.7,941.53,1281.56,1313.61,1203.29,1238.06,1047.53,524.8372108231174,0,0,5,5,1.0
1335,2002-07-01,184.77,1118.65,1310.56,1103.55,941.86,1281.89,1313.65,1204.32,1238.31,1048.19,500.8559557140242,2,2,3,3,1.0
1336,2002-07-02,185.1,1121.81,1319.57,1106.1,943.3,1284.05,1316.63,1209.4,1240.56,1051.03,665.590911977835,1,2,4,3,1.0
1337,2002-07-03,185.11,1121.76,1319.98,1106.15,943.63,1283.8,1317.48,1209.49,1240.57,1051.1,728.8862514319745,0,1,4,5,1.0
1338,2002-07-04,185.11,1121.76,1319.98,1106.15,943.63,1283.8,1317.48,1209.49,1240.57,1051.1,368.66839971911213,1,2,4,5,1.0
1339,2002-07-05,184.73,1117.58,1307.19,1102.71,941.54,1278.03,1307.69,1202.5,1234.14,1046.41,502.82947696761727,1,1,4,4,1.0
1340,2002-07-08,185.01,1120.16,1312.21,1104.72,942.96,1282.21,1314.9,1205.92,1238.82,1049.2,724.9756731535539,1,0,5,4,1.0
1341,2002-07-09,185.3,1123.21,1321.18,1108.45,944.67,1286.76,1324.01,1210.9,1244.19,1053.2,423.1793587701341,2,0,3,5,1.0
1342,2002-07-10,185.74,1127.61,1332.67,1111.53,946.67,1292.27,1332.76,1217.63,1250.19,1057.62,421.21404018988926,2,2,3,3,1.0
1343,2002-07-11,185.75,1128.3,1335.96,1111.68,946.67,1291.46,1327.86,1219.15,1248.52,1057.81,851.2486989257111,1,2,3,3,1.0
1344,2002-07-12,185.82,1129.31,1338.12,1112.25,947.31,1293.25,1329.73,1220.55,1250.26,1058.78,942.9632542610972,2,2,4,4,1.0
1345,2002-07-15,185.96,1129.42,1334.14,1110.83,948.04,1290.7,1322.15,1219.37,1246.7,1057.26,999.4993800682813,0,1,4,5,1.0
1346,2002-07-16,185.6,1125.96,1322.19,1108.3,946.07,1285.63,1312.23,1213.16,1240.77,1053.17,273.96318549460574,1,1,5,5,1.0
1347,2002-07-17,185.8,1128.16,1327.81,1110.03,947.23,1289.48,1319.76,1216.48,1245.27,1055.7,336.0166342739992,2,2,4,5,1.0
1348,2002-07-18,186.08,1130.86,1332.18,1112.38,948.93,1292.86,1320.27,1219.77,1247.9,1058.17,231.70085012133325,1,0,3,4,1.0
1349,2002-07-19,186.19,1132.46,1338.94,1113.97,949.08,1293.52,1323.25,1223.03,1249.03,1059.89,658.7140103282036,1,2,5,5,1.0
1350,2002-07-22,186.47,1136.25,1350.42,1116.02,950.12,1296.62,1326.1,1229.33,1251.96,1063.04,963.7703774703581,2,2,5,5,1.0
1351,2002-07-23,186.68,1138.22,1352.24,1116.67,950.87,1297.17,1323.92,1231.29,1251.89,1063.89,471.70189763300027,2,2,5,5,1.0
1352,2002-07-24,186.72,1139.3,1350.08,1116.69,949.67,1294.4,1312.34,1231.38,1247.3,1062.9,368.42116994300187,0,1,3,3,1.0
1353,2002-07-25,186.87,1140.67,1352.76,1116.65,950.27,1295.1,1312.71,1233.19,1247.9,1063.44,519.7163826823063,1,2,5,5,1.0
1354,2002-07-26,187.05,1142.18,1349.98,1116.06,950.76,1292.48,1299.0,1233.39,1242.96,1062.21,802.4713930853842,0,2,4,5,1.0
1355,2002-07-29,186.58,1136.32,1334.76,1112.43,947.73,1283.15,1286.47,1224.45,1233.29,1056.14,961.9330861492273,1,0,5,4,1.0
1356,2002-07-30,186.49,1135.08,1334.87,1111.16,945.69,1282.78,1290.3,1223.61,1233.86,1055.44,881.2641869959516,2,2,3,5,1.0
1357,2002-07-31,186.99,1140.34,1349.06,1115.32,945.92,1285.74,1296.54,1231.8,1237.42,1060.17,643.2559836804246,1,2,4,3,1.0
1358,2002-08-01,187.24,1142.98,1353.3,1117.33,947.32,1291.66,1305.19,1234.99,1243.69,1063.27,415.53422138463134,0,0,5,4,1.0
1359,2002-08-02,187.68,1148.53,1369.85,1120.4,950.05,1297.82,1312.2,1244.05,1249.8,1068.26,598.1265504890661,0,1,4,5,1.0
1360,2002-08-05,187.95,1150.85,1373.01,1120.37,949.46,1294.47,1305.37,1246.68,1245.83,1068.13,262.01679157153535,0,1,4,4,1.0
1361,2002-08-06,187.46,1145.64,1360.3,1117.26,946.84,1288.05,1297.1,1239.04,1239.26,1063.34,984.2235937715972,2,1,4,5,1.0
1362,2002-08-07,187.87,1149.68,1368.4,1118.89,949.42,1293.71,1304.56,1244.43,1245.08,1066.97,76.62270409424421,1,2,5,5,1.0
1363,2002-08-08,187.48,1146.05,1362.13,1117.7,947.59,1289.19,1300.07,1239.9,1240.75,1064.27,940.0158037042768,0,1,5,5,1.0
1364,2002-08-09,187.54,1149.01,1380.02,1120.57,947.97,1294.56,1313.53,1247.51,1247.65,1068.85,339.6439116719564,1,0,3,5,1.0
1365,2002-08-12,187.59,1149.96,1388.02,1122.04,947.8,1294.29,1315.24,1250.65,1247.82,1070.23,215.85438497055176,2,1,5,5,1.0
1366,2002-08-13,187.9,1153.5,1398.98,1124.71,949.63,1299.43,1323.91,1256.55,1253.51,1074.26,198.39773669750272,2,2,5,4,1.0
1367,2002-08-14,187.61,1151.99,1410.75,1124.84,948.01,1299.62,1336.74,1259.07,1256.41,1075.44,100.85724817861363,2,0,3,5,1.0
1368,2002-08-15,187.31,1148.56,1397.84,1122.18,946.9,1294.19,1327.95,1252.65,1250.47,1071.26,392.48988555538455,1,1,3,4,1.0
1369,2002-08-16,187.12,1144.65,1379.67,1119.07,945.75,1288.48,1316.18,1244.28,1243.68,1066.17,12.301683023254629,0,0,5,5,1.0
1370,2002-08-19,187.22,1145.26,1384.13,1119.54,946.5,1291.35,1323.85,1246.09,1247.47,1067.66,530.6480526468837,2,0,5,4,1.0
1371,2002-08-20,187.64,1150.48,1398.31,1122.8,949.96,1302.22,1341.51,1254.17,1259.38,1074.05,42.244686719279166,0,0,3,3,1.0
1372,2002-08-21,187.59,1149.78,1395.06,1123.3,949.87,1302.11,1342.1,1252.68,1259.42,1073.89,686.0037626532448,0,1,4,5,1.0
1373,2002-08-22,187.3,1146.49,1383.4,1121.41,948.68,1299.61,1339.25,1246.74,1256.94,1070.91,758.985104852359,1,2,5,5,1.0
1374,2002-08-23,187.44,1148.72,1394.89,1122.89,949.94,1303.24,1347.14,1251.87,1261.34,1073.88,419.7973182757582,0,2,3,5,1.0
1375,2002-08-26,187.53,1149.86,1397.54,1123.58,950.68,1304.65,1349.41,1253.5,1262.88,1075.04,545.8260268476915,2,1,3,3,1.0
1376,2002-08-27,187.32,1147.25,1386.3,1122.05,949.74,1302.21,1343.92,1248.17,1259.88,1072.37,827.2145448648909,1,2,5,4,1.0
1377,2002-08-28,187.49,1149.26,1395.53,1123.16,951.06,1305.37,1351.67,1252.45,1263.91,1074.83,721.472197216524,1,1,4,3,1.0
1378,2002-08-29,187.69,1151.75,1403.42,1124.32,952.44,1308.46,1354.49,1256.66,1266.82,1077.11,233.57407445858925,0,2,5,3,1.0
1379,2002-08-30,187.65,1152.29,1407.94,1124.09,954.28,1310.61,1359.38,1258.43,1269.47,1078.07,843.4463353385393,1,0,4,4,1.0
1380,2002-09-02,187.65,1152.29,1407.94,1124.09,954.28,1310.61,1359.38,1258.43,1269.47,1078.07,854.3904390039343,0,0,3,3,1.0
1381,2002-09-03,188.17,1158.87,1429.96,1126.57,957.26,1317.85,1371.17,1269.93,1277.4,1083.91,650.2207737934148,0,2,3,3,1.0
1382,2002-09-04,188.15,1159.61,1432.8,1126.99,957.23,1318.67,1374.37,1271.33,1278.7,1084.74,167.07635101976481,1,0,5,5,1.0
1383,2002-09-05,188.38,1161.88,1438.5,1127.53,958.52,1321.21,1376.68,1274.72,1281.09,1086.41,248.26105930480946,0,1,5,4,1.0
1384,2002-09-06,187.92,1156.64,1419.67,1124.99,956.21,1314.31,1363.51,1265.16,1273.12,1081.13,47.14191254644362,2,1,5,5,1.0
1385,2002-09-09,187.83,1155.97,1420.21,1125.15,955.64,1312.85,1362.37,1264.85,1271.79,1080.71,719.90973037154,0,2,5,3,1.0
1386,2002-09-10,187.87,1157.37,1426.8,1126.56,956.4,1317.07,1370.59,1267.89,1276.7,1083.08,796.8699122110138,0,1,4,5,1.0
1387,2002-09-11,187.66,1154.67,1418.07,1126.23,955.27,1313.61,1364.16,1263.26,1272.74,1080.84,666.30766750354,1,0,3,3,1.0
1388,2002-09-12,187.9,1157.98,1430.53,1128.52,956.74,1319.72,1376.24,1269.47,1279.89,1085.04,540.0925860895716,1,1,4,3,1.0
1389,2002-09-13,188.03,1160.14,1440.97,1129.92,957.81,1324.24,1386.79,1274.24,1285.52,1088.08,939.3981576437487,0,0,4,5,1.0
1390,2002-09-16,188.07,1161.22,1445.55,1130.83,958.06,1325.94,1390.62,1276.43,1287.6,1089.49,554.5250092883359,0,0,4,4,1.0
1391,2002-09-17,188.09,1161.64,1447.07,1131.08,958.22,1326.65,1392.84,1277.2,1288.62,1090.03,594.5782986364171,2,1,5,5,1.0
1392,2002-09-18,188.17,1162.16,1446.42,1131.04,958.59,1326.44,1389.01,1277.37,1287.64,1089.82,148.5496170152676,1,2,3,5,1.0
1393,2002-09-19,188.4,1165.14,1454.34,1132.63,960.05,1329.88,1393.3,1281.94,1291.12,1092.42,733.0409064768492,2,2,4,3,1.0
1394,2002-09-20,188.41,1165.43,1450.5,1132.32,959.86,1329.22,1388.21,1280.97,1289.54,1091.59,373.23804854995393,1,2,5,4,1.0
1395,2002-09-23,188.55,1168.65,1463.2,1133.01,960.08,1331.15,1389.77,1287.19,1291.32,1093.79,976.0281239477157,2,2,5,4,1.0
1396,2002-09-24,188.6,1169.58,1468.65,1131.51,959.63,1329.57,1387.58,1289.54,1289.66,1093.45,84.33927679543108,1,1,5,5,1.0
1397,2002-09-25,188.37,1165.9,1451.88,1130.46,958.87,1325.72,1378.89,1281.73,1284.93,1090.01,123.61089516549661,0,0,5,5,1.0
1398,2002-09-26,188.47,1166.03,1450.77,1130.46,959.71,1326.44,1380.8,1281.48,1285.88,1090.2,564.7765058093122,1,1,5,5,1.0
1399,2002-09-27,188.79,1169.53,1459.2,1131.2,961.53,1330.64,1385.8,1286.59,1290.08,1092.83,862.8736412784482,1,2,3,5,1.0
1400,2002-09-30,189.26,1174.41,1466.62,1132.07,963.87,1335.26,1386.05,1292.36,1293.58,1095.53,620.449293192036,2,1,5,5,1.0
1401,2002-10-01,189.03,1170.92,1454.68,1131.36,962.51,1330.49,1378.19,1286.22,1288.34,1092.59,625.0339483502563,1,1,4,5,1.0
1402,2002-10-02,189.08,1171.06,1456.86,1131.79,962.95,1331.46,1382.25,1286.99,1289.93,1093.28,334.93437644336063,2,2,5,3,1.0
1403,2002-10-03,189.13,1171.62,1456.16,1131.91,963.14,1331.66,1380.22,1287.18,1289.64,1093.35,187.60710318033102,1,0,4,5,1.0
1404,2002-10-04,189.0,1171.18,1457.59,1131.89,962.05,1330.03,1377.8,1287.29,1287.91,1092.82,338.7875903257439,1,1,4,4,1.0
1405,2002-10-07,189.13,1173.19,1462.62,1132.97,962.36,1329.21,1372.9,1290.27,1286.25,1093.7,137.49116079718038,0,1,5,3,1.0
1406,2002-10-08,189.02,1172.21,1461.62,1133.0,960.23,1322.47,1362.09,1289.26,1278.9,1091.8,714.9152868540627,0,2,4,3,1.0
1407,2002-10-09,189.34,1175.42,1469.83,1134.27,960.46,1322.6,1363.2,1294.07,1279.23,1093.63,733.2324118704332,1,0,3,4,1.0
1408,2002-10-10,189.21,1173.42,1461.46,1133.78,958.92,1317.68,1354.27,1290.08,1273.65,1091.09,536.1108661622317,2,0,5,5,1.0
1409,2002-10-11,188.93,1169.08,1443.56,1132.46,957.47,1314.78,1348.65,1281.53,1270.28,1087.57,98.6134521817711,2,2,5,5,1.0
1410,2002-10-14,188.93,1169.08,1443.56,1132.46,957.47,1314.78,1348.65,1281.53,1270.28,1087.57,889.9728802363754,2,1,5,5,1.0
1411,2002-10-15,188.38,1161.64,1417.81,1130.73,953.22,1306.33,1332.54,1268.35,1260.52,1081.21,305.98335547386637,0,0,3,4,1.0
1412,2002-10-16,188.42,1160.95,1413.07,1130.02,953.29,1303.45,1327.85,1266.42,1257.36,1079.71,852.9134183963334,0,1,5,3,1.0
1413,2002-10-17,188.27,1158.12,1400.6,1128.51,952.37,1299.79,1320.52,1260.59,1253.06,1076.52,736.3267032748236,2,1,3,3,1.0
1414,2002-10-18,188.24,1158.19,1399.45,1128.61,952.43,1300.0,1320.33,1260.3,1253.18,1076.51,955.1955152632364,0,2,4,4,1.0
1415,2002-10-21,187.99,1155.33,1391.83,1127.57,951.19,1296.8,1316.79,1255.93,1250.03,1074.13,920.9666773274586,2,1,5,4,1.0
1416,2002-10-22,188.0,1154.95,1388.0,1127.23,951.51,1297.15,1317.82,1254.49,1250.51,1073.72,357.91887861573224,0,1,5,3,1.0
1417,2002-10-23,188.09,1155.77,1387.09,1127.46,952.1,1298.4,1318.09,1254.81,1251.5,1074.17,111.30833478745161,2,0,5,5,1.0
1418,2002-10-24,188.42,1159.36,1397.37,1129.83,952.72,1302.72,1328.87,1260.52,1257.03,1077.92,692.5675905493026,2,1,5,3,1.0
1419,2002-10-25,188.71,1162.19,1403.95,1131.35,953.46,1306.25,1333.82,1264.55,1260.73,1080.56,533.9655483119914,1,1,5,5,1.0
1420,2002-10-28,189.01,1164.45,1403.89,1132.93,956.15,1310.75,1336.48,1266.17,1264.66,1082.7,603.2030749476618,1,1,3,3,1.0
1421,2002-10-29,189.41,1169.94,1422.78,1135.63,959.3,1318.95,1350.02,1275.85,1273.68,1088.46,41.6507428070022,1,1,5,4,1.0
1422,2002-10-30,189.49,1169.93,1419.07,1135.73,959.79,1319.4,1349.29,1274.72,1273.86,1088.25,578.2897264701517,2,0,5,5,1.0
1423,2002-10-31,189.69,1172.28,1424.49,1136.4,962.23,1324.53,1353.55,1278.06,1278.6,1090.54,662.0064888237264,2,2,4,4,1.0
1424,2002-11-01,189.5,1169.55,1420.69,1135.57,961.21,1320.85,1352.37,1274.94,1275.6,1088.6,393.5704402766479,0,2,4,3,1.0
1425,2002-11-04,189.4,1167.57,1413.02,1134.83,961.59,1321.92,1355.54,1271.19,1277.08,1087.65,866.1192202232929,2,0,3,4,1.0
1426,2002-11-05,189.32,1166.7,1409.57,1135.0,961.37,1321.84,1354.41,1269.52,1276.78,1087.2,500.7233510222486,2,1,5,4,1.0
1427,2002-11-06,189.36,1167.81,1415.53,1136.45,961.96,1326.21,1363.24,1272.13,1281.93,1089.78,744.9840113270791,1,1,3,4,1.0
1428,2002-11-07,189.41,1171.15,1440.61,1138.6,962.42,1333.21,1384.9,1282.11,1291.77,1095.45,14.594514415422255,0,2,4,4,1.0
1429,2002-11-08,189.41,1171.68,1452.28,1138.62,962.85,1334.05,1394.45,1286.01,1294.43,1096.96,363.7503650681297,1,2,5,3,1.0
1430,2002-11-11,189.41,1171.68,1452.28,1138.62,962.85,1334.05,1394.45,1286.01,1294.43,1096.96,634.8417455701906,1,1,3,4,1.0
1431,2002-11-12,189.6,1172.68,1452.15,1138.17,963.9,1333.57,1392.45,1286.7,1293.65,1096.81,27.27846190086791,2,0,4,3,1.0
1432,2002-11-13,189.7,1173.57,1454.51,1139.07,964.54,1334.35,1393.94,1288.06,1294.54,1097.67,908.2452078774519,1,1,5,5,1.0
1433,2002-11-14,189.3,1167.61,1431.52,1137.96,963.71,1330.44,1382.34,1276.8,1289.15,1092.87,742.4395268694113,1,2,3,3,1.0
1434,2002-11-15,189.21,1166.45,1429.62,1137.32,965.8,1334.23,1392.13,1275.39,1294.07,1093.3,697.0422969174692,1,0,3,3,1.0
1435,2002-11-18,189.28,1167.49,1435.5,1138.01,966.66,1337.64,1400.02,1277.91,1298.3,1095.22,811.7980236837593,1,2,4,3,1.0
1436,2002-11-19,189.32,1168.27,1442.17,1138.44,966.93,1339.04,1405.39,1280.5,1300.49,1096.56,983.789218162579,2,2,3,3,1.0
1437,2002-11-20,189.09,1164.7,1429.13,1137.21,965.52,1334.3,1395.87,1273.98,1294.91,1093.01,986.464861429356,2,0,5,4,1.0
1438,2002-11-21,188.95,1162.43,1418.47,1136.31,964.92,1333.51,1392.72,1269.12,1293.66,1091.07,972.5806327208854,2,0,4,4,1.0
1439,2002-11-22,188.8,1160.82,1415.12,1135.84,964.2,1331.43,1390.83,1266.94,1291.7,1089.78,581.2619069723182,1,1,4,3,1.0
1440,2002-11-25,188.91,1161.37,1414.79,1135.1,965.32,1332.23,1390.53,1267.24,1292.24,1089.8,403.3495893475485,1,1,5,4,1.0
1441,2002-11-26,189.21,1165.22,1427.69,1136.77,967.59,1337.83,1400.34,1273.92,1298.51,1093.73,993.0420682354322,2,2,5,5,1.0
1442,2002-11-27,188.87,1159.44,1402.6,1134.68,966.02,1330.87,1384.42,1262.17,1289.91,1087.85,922.227585240785,0,0,3,4,1.0
